Time,Sequence Number,Event
2.2800000000000016,185001,transmit
2.2820000000000014,224001,ack
2.2880000000000016,186001,transmit
2.2900000000000014,224001,ack
2.2960000000000016,187001,transmit
2.2980000000000014,224001,ack
2.3040000000000016,188001,transmit
2.3060000000000014,224001,ack
2.3120000000000016,189001,transmit
2.3140000000000014,224001,ack
2.3200000000000016,190001,transmit
2.3220000000000014,224001,ack
2.3280000000000016,191001,transmit
2.3300000000000014,224001,ack
2.3360000000000016,192001,transmit
2.3380000000000014,224001,ack
2.3440000000000016,193001,transmit
2.3460000000000014,224001,ack
2.3520000000000016,194001,transmit
2.3540000000000014,224001,ack
2.3600000000000017,195001,transmit
2.3620000000000014,224001,ack
2.3680000000000017,196001,transmit
2.3700000000000014,224001,ack
2.3760000000000017,197001,transmit
2.3780000000000014,224001,ack
2.3840000000000017,198001,transmit
2.3860000000000015,224001,ack
2.3920000000000017,199001,transmit
2.3940000000000015,224001,ack
2.4000000000000017,200001,transmit
2.4020000000000015,224001,ack
2.4080000000000017,201001,transmit
2.4100000000000015,224001,ack
2.4160000000000017,202001,transmit
2.4180000000000015,224001,ack
2.4240000000000017,203001,transmit
2.4260000000000015,224001,ack
2.4320000000000017,204001,transmit
2.4340000000000015,224001,ack
2.4400000000000017,205001,transmit
2.4420000000000015,224001,ack
2.4480000000000017,206001,transmit
2.4500000000000015,224001,ack
2.4560000000000017,207001,transmit
2.4580000000000015,224001,ack
2.4640000000000017,208001,transmit
2.4660000000000015,224001,ack
2.4720000000000018,209001,transmit
2.4740000000000015,224001,ack
2.4800000000000018,210001,transmit
2.4820000000000015,224001,ack
2.4880000000000018,211001,transmit
2.4900000000000015,224001,ack
2.4960000000000018,212001,transmit
2.4980000000000016,224001,ack
2.504000000000002,213001,transmit
2.5060000000000016,224001,ack
2.512000000000002,214001,transmit
2.5140000000000016,224001,ack
2.520000000000002,215001,transmit
2.5220000000000016,224001,ack
2.528000000000002,216001,transmit
2.5300000000000016,224001,ack
2.536000000000002,217001,transmit
2.5380000000000016,224001,ack
2.544000000000002,218001,transmit
2.5460000000000016,224001,ack
2.552000000000002,219001,transmit
2.5540000000000016,224001,ack
2.560000000000002,220001,transmit
2.5620000000000016,224001,ack
2.568000000000002,221001,transmit
2.5700000000000016,224001,ack
2.576000000000002,222001,transmit
2.5780000000000016,224001,ack
2.584000000000002,223001,transmit
2.5860000000000016,224001,ack
2.592000000000002,224001,transmit
2.5940000000000016,224001,ack
2.600000000000002,225001,transmit
2.6020000000000016,225001,ack
2.6020000000000016,225001,send
2.6020000000000016,226001,send
2.6020000000000016,227001,send
2.6020000000000016,228001,send
2.6020000000000016,229001,send
2.6020000000000016,230001,send
2.6020000000000016,231001,send
2.6020000000000016,232001,send
2.6020000000000016,233001,send
2.6020000000000016,234001,send
2.6020000000000016,235001,send
2.608000000000002,226001,transmit
2.6100000000000017,226001,ack
2.6100000000000017,236001,send
2.616000000000002,227001,transmit
2.6180000000000017,227001,ack
2.6180000000000017,237001,send
2.624000000000002,228001,transmit
2.6260000000000017,228001,ack
2.6260000000000017,238001,send
2.632000000000002,229001,transmit
2.6340000000000017,229001,ack
2.6340000000000017,239001,send
2.640000000000002,230001,transmit
2.6420000000000017,230001,ack
2.6420000000000017,240001,send
2.648000000000002,231001,transmit
2.6500000000000017,231001,ack
2.6500000000000017,241001,send
2.656000000000002,232001,transmit
2.6580000000000017,232001,ack
2.6580000000000017,242001,send
2.664000000000002,233001,transmit
2.6660000000000017,233001,ack
2.6660000000000017,243001,send
2.672000000000002,234001,transmit
2.6740000000000017,234001,ack
2.6740000000000017,244001,send
2.680000000000002,235001,transmit
2.6820000000000017,235001,ack
2.6820000000000017,245001,send
2.688000000000002,236001,transmit
2.6900000000000017,236001,ack
2.6900000000000017,246001,send
2.696000000000002,237001,transmit
2.6980000000000017,237001,ack
2.6980000000000017,247001,send
2.704000000000002,238001,transmit
2.7060000000000017,238001,ack
2.7060000000000017,248001,send
2.712000000000002,239001,transmit
2.7140000000000017,239001,ack
2.7140000000000017,249001,send
2.720000000000002,240001,transmit
2.7220000000000018,240001,ack
2.7220000000000018,250001,send
2.728000000000002,241001,transmit
2.7300000000000018,241001,ack
2.7300000000000018,251001,send
2.736000000000002,242001,transmit
2.7380000000000018,242001,ack
2.7380000000000018,252001,send
2.744000000000002,243001,transmit
2.7460000000000018,243001,ack
2.7460000000000018,253001,send
2.752000000000002,244001,transmit
2.754000000000002,244001,ack
2.754000000000002,254001,send
2.760000000000002,245001,transmit
2.762000000000002,245001,ack
2.762000000000002,255001,send
2.768000000000002,246001,transmit
2.770000000000002,246001,ack
2.770000000000002,256001,send
2.776000000000002,247001,transmit
2.778000000000002,247001,ack
2.778000000000002,257001,send
2.784000000000002,248001,transmit
2.786000000000002,248001,ack
2.786000000000002,258001,send
2.792000000000002,249001,transmit
2.794000000000002,249001,ack
2.794000000000002,259001,send
2.800000000000002,250001,transmit
2.802000000000002,250001,ack
2.802000000000002,260001,send
2.808000000000002,251001,transmit
2.810000000000002,251001,ack
2.810000000000002,261001,send
2.816000000000002,252001,transmit
2.818000000000002,252001,ack
2.818000000000002,262001,send
2.824000000000002,253001,transmit
2.826000000000002,253001,ack
2.826000000000002,263001,send
2.832000000000002,254001,transmit
2.834000000000002,254001,ack
2.834000000000002,264001,send
2.840000000000002,255001,transmit
2.842000000000002,255001,ack
2.842000000000002,265001,send
2.848000000000002,256001,transmit
2.850000000000002,256001,ack
2.850000000000002,266001,send
2.856000000000002,257001,transmit
2.858000000000002,257001,ack
2.858000000000002,267001,send
2.864000000000002,258001,transmit
2.866000000000002,258001,ack
2.866000000000002,268001,send
2.872000000000002,259001,transmit
2.874000000000002,259001,ack
2.874000000000002,269001,send
2.880000000000002,260001,transmit
2.882000000000002,260001,ack
2.882000000000002,270001,send
2.888000000000002,261001,transmit
2.890000000000002,261001,ack
2.890000000000002,271001,send
2.896000000000002,262001,transmit
2.898000000000002,262001,ack
2.898000000000002,272001,send
2.904000000000002,263001,transmit
2.906000000000002,263001,ack
2.906000000000002,273001,send
2.912000000000002,264001,transmit
2.914000000000002,264001,ack
2.914000000000002,274001,send
2.920000000000002,265001,transmit
2.922000000000002,265001,ack
2.922000000000002,275001,send
2.928000000000002,266001,transmit
2.930000000000002,266001,ack
2.930000000000002,276001,send
2.936000000000002,267001,transmit
2.938000000000002,267001,ack
2.938000000000002,277001,send
2.944000000000002,268001,transmit
2.946000000000002,268001,ack
2.946000000000002,278001,send
2.952000000000002,269001,transmit
2.954000000000002,269001,ack
2.954000000000002,279001,send
2.960000000000002,270001,transmit
2.962000000000002,270001,ack
2.962000000000002,280001,send
2.968000000000002,271001,transmit
2.970000000000002,271001,ack
2.970000000000002,281001,send
2.976000000000002,272001,transmit
2.978000000000002,272001,ack
2.978000000000002,282001,send
2.984000000000002,273001,transmit
2.986000000000002,273001,ack
2.986000000000002,283001,send
2.992000000000002,224001,transmit
2.994000000000002,274001,ack
2.994000000000002,284001,send
3.000000000000002,224001,transmit
3.002000000000002,274001,ack
3.0080000000000022,225001,transmit
3.010000000000002,274001,ack
3.0160000000000022,226001,transmit
3.018000000000002,274001,ack
3.018000000000002,274001,send
3.0240000000000022,227001,transmit
3.026000000000002,274001,ack
3.0320000000000022,228001,transmit
3.034000000000002,274001,ack
3.0400000000000023,229001,transmit
3.042000000000002,274001,ack
3.0480000000000023,230001,transmit
3.050000000000002,274001,ack
3.0560000000000023,231001,transmit
3.058000000000002,274001,ack
3.0640000000000023,232001,transmit
3.066000000000002,274001,ack
3.0720000000000023,233001,transmit
3.074000000000002,274001,ack
3.0800000000000023,234001,transmit
3.082000000000002,274001,ack
3.0880000000000023,235001,transmit
3.090000000000002,274001,ack
3.0960000000000023,236001,transmit
3.098000000000002,274001,ack
3.1040000000000023,237001,transmit
3.106000000000002,274001,ack
3.1120000000000023,238001,transmit
3.114000000000002,274001,ack
3.1200000000000023,239001,transmit
3.122000000000002,274001,ack
3.1280000000000023,240001,transmit
3.130000000000002,274001,ack
3.1360000000000023,241001,transmit
3.138000000000002,274001,ack
3.1440000000000023,242001,transmit
3.146000000000002,274001,ack
3.1520000000000024,243001,transmit
3.154000000000002,274001,ack
3.1600000000000024,244001,transmit
3.162000000000002,274001,ack
3.1680000000000024,245001,transmit
3.170000000000002,274001,ack
3.1760000000000024,246001,transmit
3.178000000000002,274001,ack
3.1840000000000024,247001,transmit
3.186000000000002,274001,ack
3.1920000000000024,248001,transmit
3.194000000000002,274001,ack
3.2000000000000024,249001,transmit
3.202000000000002,274001,ack
3.2080000000000024,250001,transmit
3.210000000000002,274001,ack
3.2160000000000024,251001,transmit
3.218000000000002,274001,ack
3.2240000000000024,252001,transmit
3.226000000000002,274001,ack
3.2320000000000024,253001,transmit
3.234000000000002,274001,ack
3.2400000000000024,254001,transmit
3.242000000000002,274001,ack
3.2480000000000024,255001,transmit
3.250000000000002,274001,ack
3.2560000000000024,256001,transmit
3.2580000000000022,274001,ack
3.2640000000000025,257001,transmit
3.2660000000000022,274001,ack
3.2720000000000025,258001,transmit
3.2740000000000022,274001,ack
3.2800000000000025,259001,transmit
3.2820000000000022,274001,ack
3.2880000000000025,260001,transmit
3.2900000000000023,274001,ack
3.2960000000000025,261001,transmit
3.2980000000000023,274001,ack
3.3040000000000025,262001,transmit
3.3060000000000023,274001,ack
3.3120000000000025,263001,transmit
3.3140000000000023,274001,ack
3.3200000000000025,264001,transmit
3.3220000000000023,274001,ack
3.3280000000000025,265001,transmit
3.3300000000000023,274001,ack
3.3360000000000025,266001,transmit
3.3380000000000023,274001,ack
3.3440000000000025,267001,transmit
3.3460000000000023,274001,ack
3.3520000000000025,268001,transmit
3.3540000000000023,274001,ack
3.3600000000000025,269001,transmit
3.3620000000000023,274001,ack
3.3680000000000025,270001,transmit
3.3700000000000023,274001,ack
3.3760000000000026,271001,transmit
3.3780000000000023,274001,ack
3.3840000000000026,272001,transmit
3.3860000000000023,274001,ack
3.3920000000000026,273001,transmit
3.3940000000000023,274001,ack
3.4000000000000026,274001,transmit
3.4020000000000024,274001,ack
3.4080000000000026,275001,transmit
3.4100000000000024,275001,ack
3.4100000000000024,275001,send
3.4100000000000024,276001,send
3.4100000000000024,277001,send
3.4100000000000024,278001,send
3.4100000000000024,279001,send
3.4160000000000026,276001,transmit
3.4180000000000024,276001,ack
3.4180000000000024,280001,send
3.4240000000000026,277001,transmit
3.4260000000000024,277001,ack
3.4260000000000024,281001,send
3.4320000000000026,278001,transmit
3.4340000000000024,278001,ack
3.4340000000000024,282001,send
3.4400000000000026,279001,transmit
3.4420000000000024,279001,ack
3.4420000000000024,283001,send
3.4480000000000026,280001,transmit
3.4500000000000024,280001,ack
3.4500000000000024,284001,send
3.4560000000000026,281001,transmit
3.4580000000000024,281001,ack
3.4580000000000024,285001,send
3.4640000000000026,282001,transmit
3.4660000000000024,282001,ack
3.4660000000000024,286001,send
3.4720000000000026,283001,transmit
3.4740000000000024,283001,ack
3.4740000000000024,287001,send
3.4800000000000026,284001,transmit
3.4820000000000024,284001,ack
3.4820000000000024,288001,send
3.4880000000000027,274001,transmit
3.4900000000000024,285001,ack
3.4900000000000024,289001,send
3.4960000000000027,275001,transmit
3.4980000000000024,285001,ack
3.5040000000000027,276001,transmit
3.5060000000000024,285001,ack
3.5120000000000027,277001,transmit
3.5140000000000025,285001,ack
3.5140000000000025,285001,send
3.5200000000000027,278001,transmit
3.5220000000000025,285001,ack
3.5280000000000027,279001,transmit
3.5300000000000025,285001,ack
3.5360000000000027,280001,transmit
3.5380000000000025,285001,ack
3.5440000000000027,281001,transmit
3.5460000000000025,285001,ack
3.5520000000000027,282001,transmit
3.5540000000000025,285001,ack
3.5600000000000027,283001,transmit
3.5620000000000025,285001,ack
3.5680000000000027,284001,transmit
3.5700000000000025,285001,ack
3.5760000000000027,285001,transmit
3.5780000000000025,285001,ack
3.5840000000000027,286001,transmit
3.5860000000000025,286001,ack
3.5860000000000025,286001,send
3.5860000000000025,287001,send
3.5920000000000027,287001,transmit
3.5940000000000025,287001,ack
3.5940000000000025,288001,send
3.6000000000000028,288001,transmit
3.6020000000000025,288001,ack
3.6020000000000025,289001,send
3.6080000000000028,289001,transmit
3.6100000000000025,289001,ack
3.6100000000000025,290001,send
3.6160000000000028,285001,transmit
3.6180000000000025,290001,ack
3.6180000000000025,291001,send
3.6240000000000028,286001,transmit
3.6260000000000026,290001,ack
3.632000000000003,287001,transmit
3.6340000000000026,290001,ack
3.640000000000003,288001,transmit
3.6420000000000026,290001,ack
3.6420000000000026,290001,send
3.648000000000003,289001,transmit
3.6500000000000026,290001,ack
3.656000000000003,290001,transmit
3.6580000000000026,290001,ack
3.664000000000003,291001,transmit
3.6660000000000026,291001,ack
3.6660000000000026,291001,send
3.672000000000003,290001,transmit
3.6740000000000026,292001,ack
3.6740000000000026,292001,send
3.680000000000003,291001,transmit
3.6820000000000026,292001,ack
3.688000000000003,292001,transmit
3.6900000000000026,292001,ack
3.6980000000000026,293001,ack
3.6980000000000026,293001,send
3.6980000000000026,293001,transmit
3.7080000000000024,294001,ack
3.7080000000000024,294001,send
3.7080000000000024,294001,transmit
3.718000000000002,295001,ack
3.718000000000002,295001,send
3.718000000000002,295001,transmit
3.728000000000002,296001,ack
3.728000000000002,296001,send
3.728000000000002,296001,transmit
3.7380000000000018,297001,ack
3.7380000000000018,297001,send
3.7380000000000018,297001,transmit
3.7480000000000016,298001,ack
3.7480000000000016,298001,send
3.7480000000000016,298001,transmit
3.7580000000000013,299001,ack
3.7580000000000013,299001,send
3.7580000000000013,299001,transmit
3.768000000000001,300001,ack
3.768000000000001,300001,send
3.768000000000001,300001,transmit
3.778000000000001,301001,ack
3.778000000000001,301001,send
3.778000000000001,301001,transmit
3.7880000000000007,302001,ack
3.7880000000000007,302001,send
3.7880000000000007,302001,transmit
3.7980000000000005,303001,ack
3.7980000000000005,303001,send
3.7980000000000005,303001,transmit
3.8080000000000003,304001,ack
3.8080000000000003,304001,send
3.8080000000000003,304001,transmit
3.818,305001,ack
3.818,305001,send
3.818,305001,transmit
3.828,306001,ack
3.828,306001,send
3.828,306001,transmit
3.8379999999999996,307001,ack
3.8379999999999996,307001,send
3.8379999999999996,307001,transmit
3.8479999999999994,308001,ack
3.8479999999999994,308001,send
3.8479999999999994,308001,transmit
3.857999999999999,309001,ack
3.857999999999999,309001,send
3.857999999999999,309001,transmit
3.867999999999999,310001,ack
3.867999999999999,310001,send
3.867999999999999,310001,transmit
3.877999999999999,311001,ack
3.877999999999999,311001,send
3.877999999999999,311001,transmit
3.8879999999999986,312001,ack
3.8879999999999986,312001,send
3.8879999999999986,312001,transmit
3.8979999999999984,313001,ack
3.8979999999999984,313001,send
3.8979999999999984,313001,transmit
3.907999999999998,314001,ack
3.907999999999998,314001,send
3.907999999999998,314001,transmit
3.917999999999998,315001,ack
3.917999999999998,315001,send
3.917999999999998,315001,transmit
3.9279999999999977,316001,ack
3.9279999999999977,316001,send
3.9279999999999977,316001,transmit
3.9379999999999975,317001,ack
3.9379999999999975,317001,send
3.9379999999999975,317001,transmit
3.9479999999999973,318001,ack
3.9479999999999973,318001,send
3.9479999999999973,318001,transmit
3.957999999999997,319001,ack
3.957999999999997,319001,send
3.957999999999997,319001,transmit
3.967999999999997,320001,ack
3.967999999999997,320001,send
3.967999999999997,320001,transmit
3.9779999999999966,321001,ack
3.9779999999999966,321001,send
3.9779999999999966,321001,transmit
3.9879999999999964,322001,ack
3.9879999999999964,322001,send
3.9879999999999964,322001,transmit
3.9979999999999962,323001,ack
3.9979999999999962,323001,send
3.9979999999999962,323001,transmit
4.0079999999999965,324001,ack
4.0079999999999965,324001,send
4.0079999999999965,324001,transmit
4.017999999999997,325001,ack
4.017999999999997,325001,send
4.017999999999997,325001,transmit
4.027999999999998,326001,ack
4.027999999999998,326001,send
4.027999999999998,326001,transmit
4.0379999999999985,327001,ack
4.0379999999999985,327001,send
4.0379999999999985,327001,transmit
4.047999999999999,328001,ack
4.047999999999999,328001,send
4.047999999999999,328001,transmit
4.058,329001,ack
4.058,329001,send
4.058,329001,transmit
4.0680000000000005,330001,ack
4.0680000000000005,330001,send
4.0680000000000005,330001,transmit
4.078000000000001,331001,ack
4.078000000000001,331001,send
4.078000000000001,331001,transmit
4.088000000000002,332001,ack
4.088000000000002,332001,send
4.088000000000002,332001,transmit
4.0980000000000025,333001,ack
4.0980000000000025,333001,send
4.0980000000000025,333001,transmit
4.108000000000003,334001,ack
4.108000000000003,334001,send
4.108000000000003,334001,transmit
4.118000000000004,335001,ack
4.118000000000004,335001,send
4.118000000000004,335001,transmit
4.1280000000000046,336001,ack
4.1280000000000046,336001,send
4.1280000000000046,336001,transmit
4.138000000000005,337001,ack
4.138000000000005,337001,send
4.138000000000005,337001,transmit
4.148000000000006,338001,ack
4.148000000000006,338001,send
4.148000000000006,338001,transmit
4.158000000000007,339001,ack
4.158000000000007,339001,send
4.158000000000007,339001,transmit
4.168000000000007,340001,ack
4.168000000000007,340001,send
4.168000000000007,340001,transmit
4.178000000000008,341001,ack
4.178000000000008,341001,send
4.178000000000008,341001,transmit
4.188000000000009,342001,ack
4.188000000000009,342001,send
4.188000000000009,342001,transmit
4.198000000000009,343001,ack
4.198000000000009,343001,send
4.198000000000009,343001,transmit
4.20800000000001,344001,ack
4.20800000000001,344001,send
4.20800000000001,344001,transmit
4.218000000000011,345001,ack
4.218000000000011,345001,send
4.218000000000011,345001,transmit
4.228000000000011,346001,ack
4.228000000000011,346001,send
4.228000000000011,346001,transmit
4.238000000000012,347001,ack
4.238000000000012,347001,send
4.238000000000012,347001,transmit
4.248000000000013,348001,ack
4.248000000000013,348001,send
4.248000000000013,348001,transmit
4.258000000000013,349001,ack
4.258000000000013,349001,send
4.258000000000013,349001,transmit
4.268000000000014,350001,ack
4.268000000000014,350001,send
4.268000000000014,350001,transmit
4.278000000000015,351001,ack
4.278000000000015,351001,send
4.278000000000015,351001,transmit
4.288000000000015,352001,ack
4.288000000000015,352001,send
4.288000000000015,352001,transmit
4.298000000000016,353001,ack
4.298000000000016,353001,send
4.298000000000016,353001,transmit
4.308000000000017,354001,ack
4.308000000000017,354001,send
4.308000000000017,354001,transmit
4.318000000000017,355001,ack
4.318000000000017,355001,send
4.318000000000017,355001,transmit
4.328000000000018,356001,ack
4.328000000000018,356001,send
4.328000000000018,356001,transmit
4.338000000000019,357001,ack
4.338000000000019,357001,send
4.338000000000019,357001,transmit
4.348000000000019,358001,ack
4.348000000000019,358001,send
4.348000000000019,358001,transmit
4.35800000000002,359001,ack
4.35800000000002,359001,send
4.35800000000002,359001,transmit
4.368000000000021,360001,ack
4.368000000000021,360001,send
4.368000000000021,360001,transmit
4.378000000000021,361001,ack
4.378000000000021,361001,send
4.378000000000021,361001,transmit
4.388000000000022,362001,ack
4.388000000000022,362001,send
4.388000000000022,362001,transmit
4.398000000000023,363001,ack
4.398000000000023,363001,send
4.398000000000023,363001,transmit
4.4080000000000235,364001,ack
4.4080000000000235,364001,send
4.4080000000000235,364001,transmit
4.418000000000024,365001,ack
4.418000000000024,365001,send
4.418000000000024,365001,transmit
4.428000000000025,366001,ack
4.428000000000025,366001,send
4.428000000000025,366001,transmit
4.4380000000000255,367001,ack
4.4380000000000255,367001,send
4.4380000000000255,367001,transmit
4.448000000000026,368001,ack
4.448000000000026,368001,send
4.448000000000026,368001,transmit
4.458000000000027,369001,ack
4.458000000000027,369001,send
4.458000000000027,369001,transmit
4.4680000000000275,370001,ack
4.4680000000000275,370001,send
4.4680000000000275,370001,transmit
4.478000000000028,371001,ack
4.478000000000028,371001,send
4.478000000000028,371001,transmit
4.488000000000029,372001,ack
4.488000000000029,372001,send
4.488000000000029,372001,transmit
4.4980000000000295,373001,ack
4.4980000000000295,373001,send
4.4980000000000295,373001,transmit
4.50800000000003,374001,ack
4.50800000000003,374001,send
4.50800000000003,374001,transmit
4.518000000000031,375001,ack
4.518000000000031,375001,send
4.518000000000031,375001,transmit
4.5280000000000316,376001,ack
4.5280000000000316,376001,send
4.5280000000000316,376001,transmit
4.538000000000032,377001,ack
4.538000000000032,377001,send
4.538000000000032,377001,transmit
4.548000000000033,378001,ack
4.548000000000033,378001,send
4.548000000000033,378001,transmit
4.558000000000034,379001,ack
4.558000000000034,379001,send
4.558000000000034,379001,transmit
4.568000000000034,380001,ack
4.568000000000034,380001,send
4.568000000000034,380001,transmit
4.578000000000035,381001,ack
4.578000000000035,381001,send
4.578000000000035,381001,transmit
4.588000000000036,382001,ack
4.588000000000036,382001,send
4.588000000000036,382001,transmit
4.598000000000036,383001,ack
4.598000000000036,383001,send
4.598000000000036,383001,transmit
4.608000000000037,384001,ack
4.608000000000037,384001,send
4.608000000000037,384001,transmit
4.618000000000038,385001,ack
4.618000000000038,385001,send
4.618000000000038,385001,transmit
4.628000000000038,386001,ack
4.628000000000038,386001,send
4.628000000000038,386001,transmit
4.638000000000039,387001,ack
4.638000000000039,387001,send
4.638000000000039,387001,transmit
4.64800000000004,388001,ack
4.64800000000004,388001,send
4.64800000000004,388001,transmit
4.65800000000004,389001,ack
4.65800000000004,389001,send
4.65800000000004,389001,transmit
4.668000000000041,390001,ack
4.668000000000041,390001,send
4.668000000000041,390001,transmit
4.678000000000042,391001,ack
4.678000000000042,391001,send
4.678000000000042,391001,transmit
4.688000000000042,392001,ack
4.688000000000042,392001,send
4.688000000000042,392001,transmit
4.698000000000043,393001,ack
4.698000000000043,393001,send
4.698000000000043,393001,transmit
4.708000000000044,394001,ack
4.708000000000044,394001,send
4.708000000000044,394001,transmit
4.718000000000044,395001,ack
4.718000000000044,395001,send
4.718000000000044,395001,transmit
4.728000000000045,396001,ack
4.728000000000045,396001,send
4.728000000000045,396001,transmit
4.738000000000046,397001,ack
4.738000000000046,397001,send
4.738000000000046,397001,transmit
4.748000000000046,398001,ack
4.748000000000046,398001,send
4.748000000000046,398001,transmit
4.758000000000047,399001,ack
4.758000000000047,399001,send
4.758000000000047,399001,transmit
4.768000000000048,400001,ack
4.768000000000048,400001,send
4.768000000000048,400001,transmit
4.778000000000048,401001,ack
4.778000000000048,401001,send
4.778000000000048,401001,transmit
4.788000000000049,402001,ack
4.788000000000049,402001,send
4.788000000000049,402001,transmit
4.79800000000005,403001,ack
4.79800000000005,403001,send
4.79800000000005,403001,transmit
4.8080000000000505,404001,ack
4.8080000000000505,404001,send
4.8080000000000505,404001,transmit
4.818000000000051,405001,ack
4.818000000000051,405001,send
4.818000000000051,405001,transmit
4.828000000000052,406001,ack
4.828000000000052,406001,send
4.828000000000052,406001,transmit
4.8380000000000525,407001,ack
4.8380000000000525,407001,send
4.8380000000000525,407001,transmit
4.848000000000053,408001,ack
4.848000000000053,408001,send
4.848000000000053,408001,transmit
4.858000000000054,409001,ack
4.858000000000054,409001,send
4.858000000000054,409001,transmit
4.8680000000000545,410001,ack
4.8680000000000545,410001,send
4.8680000000000545,410001,transmit
4.878000000000055,411001,ack
4.878000000000055,411001,send
4.878000000000055,411001,transmit
4.888000000000056,412001,ack
4.888000000000056,412001,send
4.888000000000056,412001,transmit
4.8980000000000565,413001,ack
4.8980000000000565,413001,send
4.8980000000000565,413001,transmit
4.908000000000057,414001,ack
4.908000000000057,414001,send
4.908000000000057,414001,transmit
4.918000000000058,415001,ack
4.918000000000058,415001,send
4.918000000000058,415001,transmit
4.9280000000000586,416001,ack
4.9280000000000586,416001,send
4.9280000000000586,416001,transmit
4.938000000000059,417001,ack
4.938000000000059,417001,send
4.938000000000059,417001,transmit
4.94800000000006,418001,ack
4.94800000000006,418001,send
4.94800000000006,418001,transmit
4.958000000000061,419001,ack
4.958000000000061,419001,send
4.958000000000061,419001,transmit
4.968000000000061,420001,ack
4.968000000000061,420001,send
4.968000000000061,420001,transmit
4.978000000000062,421001,ack
4.978000000000062,421001,send
4.978000000000062,421001,transmit
4.988000000000063,422001,ack
4.988000000000063,422001,send
4.988000000000063,422001,transmit
4.998000000000063,423001,ack
4.998000000000063,423001,send
4.998000000000063,423001,transmit
5.008000000000064,424001,ack
5.008000000000064,424001,send
5.008000000000064,424001,transmit
5.018000000000065,425001,ack
5.018000000000065,425001,send
5.018000000000065,425001,transmit
5.028000000000065,426001,ack
5.028000000000065,426001,send
5.028000000000065,426001,transmit
5.038000000000066,427001,ack
5.038000000000066,427001,send
5.038000000000066,427001,transmit
5.048000000000067,428001,ack
5.048000000000067,428001,send
5.048000000000067,428001,transmit
5.058000000000067,429001,ack
5.058000000000067,429001,send
5.058000000000067,429001,transmit
5.068000000000068,430001,ack
5.068000000000068,430001,send
5.068000000000068,430001,transmit
5.078000000000069,431001,ack
5.078000000000069,431001,send
5.078000000000069,431001,transmit
5.088000000000069,432001,ack
5.088000000000069,432001,send
5.088000000000069,432001,transmit
5.09800000000007,433001,ack
5.09800000000007,433001,send
5.09800000000007,433001,transmit
5.108000000000071,434001,ack
5.108000000000071,434001,send
5.108000000000071,434001,transmit
5.118000000000071,435001,ack
5.118000000000071,435001,send
5.118000000000071,435001,transmit
5.128000000000072,436001,ack
5.128000000000072,436001,send
5.128000000000072,436001,transmit
5.138000000000073,437001,ack
5.138000000000073,437001,send
5.138000000000073,437001,transmit
5.148000000000073,438001,ack
5.148000000000073,438001,send
5.148000000000073,438001,transmit
5.158000000000074,439001,ack
5.158000000000074,439001,send
5.158000000000074,439001,transmit
5.168000000000075,440001,ack
5.168000000000075,440001,send
5.168000000000075,440001,transmit
5.178000000000075,441001,ack
5.178000000000075,441001,send
5.178000000000075,441001,transmit
5.188000000000076,442001,ack
5.188000000000076,442001,send
5.188000000000076,442001,transmit
5.198000000000077,443001,ack
5.198000000000077,443001,send
5.198000000000077,443001,transmit
5.2080000000000775,444001,ack
5.2080000000000775,444001,send
5.2080000000000775,444001,transmit
5.218000000000078,445001,ack
5.218000000000078,445001,send
5.218000000000078,445001,transmit
5.228000000000079,446001,ack
5.228000000000079,446001,send
5.228000000000079,446001,transmit
5.2380000000000795,447001,ack
5.2380000000000795,447001,send
5.2380000000000795,447001,transmit
5.24800000000008,448001,ack
5.24800000000008,448001,send
5.24800000000008,448001,transmit
5.258000000000081,449001,ack
5.258000000000081,449001,send
5.258000000000081,449001,transmit
5.2680000000000815,450001,ack
5.2680000000000815,450001,send
5.2680000000000815,450001,transmit
5.278000000000082,451001,ack
5.278000000000082,451001,send
5.278000000000082,451001,transmit
5.288000000000083,452001,ack
5.288000000000083,452001,send
5.288000000000083,452001,transmit
5.2980000000000835,453001,ack
5.2980000000000835,453001,send
5.2980000000000835,453001,transmit
5.308000000000084,454001,ack
5.308000000000084,454001,send
5.308000000000084,454001,transmit
5.318000000000085,455001,ack
5.318000000000085,455001,send
5.318000000000085,455001,transmit
5.328000000000086,456001,ack
5.328000000000086,456001,send
5.328000000000086,456001,transmit
5.338000000000086,457001,ack
5.338000000000086,457001,send
5.338000000000086,457001,transmit
5.348000000000087,458001,ack
5.348000000000087,458001,send
5.348000000000087,458001,transmit
5.358000000000088,459001,ack
5.358000000000088,459001,send
5.358000000000088,459001,transmit
5.368000000000088,460001,ack
5.368000000000088,460001,send
5.368000000000088,460001,transmit
5.378000000000089,461001,ack
5.378000000000089,461001,send
5.378000000000089,461001,transmit
5.38800000000009,462001,ack
5.38800000000009,462001,send
5.38800000000009,462001,transmit
5.39800000000009,463001,ack
5.39800000000009,463001,send
5.39800000000009,463001,transmit
5.408000000000091,464001,ack
5.408000000000091,464001,send
5.408000000000091,464001,transmit
5.418000000000092,465001,ack
5.418000000000092,465001,send
5.418000000000092,465001,transmit
5.428000000000092,466001,ack
5.428000000000092,466001,send
5.428000000000092,466001,transmit
5.438000000000093,467001,ack
5.438000000000093,467001,send
5.438000000000093,467001,transmit
5.448000000000094,468001,ack
5.448000000000094,468001,send
